sentence_id,sentence,direction,modifier_category,tone_label,distance_cm,rater_id,x_m,y_m,amplitude,radius
s0608,Let's pull the grip to the right moderately now.,right,moderately,neutral,10,rater_2,0.09786552616457857,0.008133775527839367,45.168743982665454,0.13721216797260746
s0608,Let's pull the grip to the right moderately now.,right,moderately,neutral,10,rater_3,0.09593363789587579,0.0027462767120546346,45.094764778666594,0.13117734047297422
s0609,I want the handle moved to the left moderately now.,left,moderately,neutral,10,rater_1,-0.09884424982428267,0.00018989394844490357,47.62820688903049,0.156394046780907
s0609,I want the handle moved to the left moderately now.,left,moderately,neutral,10,rater_2,-0.10187082638001048,-0.004286854356669437,46.30674064253408,0.1180186884273152
s0609,I want the handle moved to the left moderately now.,left,moderately,neutral,10,rater_3,-0.10126483243238053,0.0016373465425062825,45.27014460458856,0.13380304702109197
s0610,Let's bring the grip forward and to the right moderately now.,forward_right,moderately,neutral,10,rater_1,0.0788351213927363,0.06539374874589338,47.69538197201858,0.1599408410330989
s0610,Let's bring the grip forward and to the right moderately now.,forward_right,moderately,neutral,10,rater_2,0.06406162957717278,0.0702363014409473,45.14295210114288,0.13341896039196668
s0610,Let's bring the grip forward and to the right moderately now.,forward_right,moderately,neutral,10,rater_3,0.07433800033716248,0.07213500860137619,44.850514419297674,0.1287956069110799
s0611,Let's bring the handle back-left moderately for me.,back_left,moderately,neutral,10,rater_1,-0.07323218348712249,-0.06744535537806198,46.3580775488408,0.14912048677442916
s0611,Let's bring the handle back-left moderately for me.,back_left,moderately,neutral,10,rater_2,-0.06726154328814904,-0.07386191450746919,45.16655970253461,0.13526090261683335
s0611,Let's bring the handle back-left moderately for me.,back_left,moderately,neutral,10,rater_3,-0.06799069890539933,-0.06871846831860534,43.12657098438908,0.13911221751087172
s0612,bring the grip backward and to the left a lot firmly for me.,back_left,a_lot,harsh,20,rater_1,-0.14132281673922126,-0.141246357945838,60.0,0.17448291505055197
s0612,bring the grip backward and to the left a lot firmly for me.,back_left,a_lot,harsh,20,rater_2,-0.1335349825187022,-0.1445837711413506,60.0,0.15870554718046087
s0612,bring the grip backward and to the left a lot firmly for me.,back_left,a_lot,harsh,20,rater_3,-0.14292248525622503,-0.14374239622229049,60.0,0.16155861233086474
s0613,"Could you nudge the handle back-left, please.",back_left,no_modifier,neutral,15,rater_1,-0.1070878144684129,-0.10721950329499325,53.74813426216122,0.17232060570527646
s0613,"Could you nudge the handle back-left, please.",back_left,no_modifier,neutral,15,rater_2,-0.10199728569966725,-0.10581438888625871,50.283149779417464,0.15406498650470263
s0613,"Could you nudge the handle back-left, please.",back_left,no_modifier,neutral,15,rater_3,-0.10625655749297802,-0.10501611734151836,52.371654775105775,0.16705809636636457
s0614,I want the handlebar moved to the right firmly for me.,right,no_modifier,harsh,15,rater_1,0.15376861179962426,-0.00443023644544381,59.14467272759548,0.1620862892609528
s0614,I want the handlebar moved to the right firmly for me.,right,no_modifier,harsh,15,rater_2,0.14706485942409414,0.003990870663900927,55.359228980521856,0.1289147819423459
s0614,I want the handlebar moved to the right firmly for me.,right,no_modifier,harsh,15,rater_3,0.15316928670077007,0.0006999322631758274,57.38389542608699,0.1254581417840547
s0615,"Please slide the grip back-right firmly, please.",back_right,no_modifier,harsh,15,rater_1,0.10730390015538187,-0.10976518365727227,56.872269209148875,0.15156493844242727
s0615,"Please slide the grip back-right firmly, please.",back_right,no_modifier,harsh,15,rater_2,0.10665273987673142,-0.0993045949229409,53.986145617120705,0.13069400276792983
s0615,"Please slide the grip back-right firmly, please.",back_right,no_modifier,harsh,15,rater_3,0.10942582353270008,-0.10618560314231451,56.87531848327779,0.1378526180539726
s0616,Can you move the grip to the right a lot firmly.,right,a_lot,harsh,20,rater_1,0.2046192406571907,-0.00908097893839138,60.0,0.16610176874900393
s0616,Can you move the grip to the right a lot firmly.,right,a_lot,harsh,20,rater_2,0.19427201076707976,0.011134198573452913,60.0,0.1478816595108696
s0616,Can you move the grip to the right a lot firmly.,right,a_lot,harsh,20,rater_3,0.20211321211046282,0.0008205307037892112,60.0,0.15785769252849494
s0617,"Can you move the grip forward and to the right firmly, please.",forward_right,no_modifier,harsh,15,rater_1,0.11323089795147247,0.0999234344908125,57.405723613742055,0.14650637506622502
s0617,"Can you move the grip forward and to the right firmly, please.",forward_right,no_modifier,harsh,15,rater_2,0.1022119691907923,0.11359984262125035,55.01328004254418,0.12509255699186117
s0617,"Can you move the grip forward and to the right firmly, please.",forward_right,no_modifier,harsh,15,rater_3,0.10653866422606106,0.11040489536716465,54.13854722400858,0.13354737213407428
s0618,Please bring the handlebar to the right slightly now.,right,slightly,neutral,5,rater_1,0.052386562758036034,-0.002448534590331795,38.35105367177681,0.14082407513832612
s0618,Please bring the handlebar to the right slightly now.,right,slightly,neutral,5,rater_2,0.050338112251620826,0.00618027929434377,36.65015302884342,0.11441746392018161
s0618,Please bring the handlebar to the right slightly now.,right,slightly,neutral,5,rater_3,0.050334954742988734,-0.0010504552096311385,36.630245829493404,0.11984662824912122
s0619,"Can you pull the handlebar back-left slightly gently, please.",back_left,slightly,gentle,5,rater_1,-0.03399204509427528,-0.03665173695969752,38.01945294554686,0.15585819217915978
s0619,"Can you pull the handlebar back-left slightly gently, please.",back_left,slightly,gentle,5,rater_2,-0.034397553498594836,-0.03730406964273605,33.60329408505995,0.12712622700681597
s0619,"Can you pull the handlebar back-left slightly gently, please.",back_left,slightly,gentle,5,rater_3,-0.03857764267908267,-0.03713175671293946,33.584294108278705,0.13081301743862483
s0620,slide the handle back-right slightly gently for me.,back_right,slightly,gentle,5,rater_1,0.03582535239799152,-0.035774930503692626,35.332268465694426,0.15691175190072948
s0620,slide the handle back-right slightly gently for me.,back_right,slightly,gentle,5,rater_2,0.034435447429462245,-0.03164044617988353,33.75862494436284,0.13476209690176338
s0620,slide the handle back-right slightly gently for me.,back_right,slightly,gentle,5,rater_3,0.03865227726175649,-0.03710655061353169,33.90343017228681,0.15579703758423358
s0621,I want the handlebar moved forward and to the right slightly gently now.,forward_right,slightly,gentle,5,rater_1,0.04009090454142891,0.029913846657597283,37.643823037208,0.15338684813631834
s0621,I want the handlebar moved forward and to the right slightly gently now.,forward_right,slightly,gentle,5,rater_2,0.03309146593538937,0.041242932826798646,35.000548260673376,0.12332615397838548
s0621,I want the handlebar moved forward and to the right slightly gently now.,forward_right,slightly,gentle,5,rater_3,0.03392873950690383,0.03987121453888233,35.21857417982873,0.131180138285614
s0622,Can you shift the handle forward slightly gently now.,forward,slightly,gentle,5,rater_1,0.008417018808905306,0.05268092505180316,36.512460185482226,0.15572058804997263
s0622,Can you shift the handle forward slightly gently now.,forward,slightly,gentle,5,rater_2,-0.009722351984667069,0.052284099571851005,33.14742902695011,0.13298760331349943
s0622,Can you shift the handle forward slightly gently now.,forward,slightly,gentle,5,rater_3,0.0003610212572462733,0.05179498252538928,35.06366065236855,0.1422237961328059
s0623,"Let's shift the grip forward-left gently, please.",forward_left,no_modifier,gentle,15,rater_1,-0.09735861882796552,0.11031928269323696,49.71456014201313,0.19417472788838025
s0623,"Let's shift the grip forward-left gently, please.",forward_left,no_modifier,gentle,15,rater_2,-0.11255954418478115,0.10272308559208707,48.833647522704624,0.16770318384137836
s0623,"Let's shift the grip forward-left gently, please.",forward_left,no_modifier,gentle,15,rater_3,-0.10913334890923883,0.10618300911196968,47.40779128746167,0.17607573727180686
s0624,"Let's bring the handlebar forward-left a lot firmly, please.",forward_left,a_lot,harsh,20,rater_1,-0.13465948860684973,0.1420502145469807,60.0,0.18241724710578125
s0624,"Let's bring the handlebar forward-left a lot firmly, please.",forward_left,a_lot,harsh,20,rater_2,-0.14931708386081957,0.13714195357721254,60.0,0.14819482952714905
s0624,"Let's bring the handlebar forward-left a lot firmly, please.",forward_left,a_lot,harsh,20,rater_3,-0.14085176442324365,0.14370387437779777,60.0,0.1599759575743643
s0625,Let's move the handlebar to the left slightly now.,left,slightly,neutral,5,rater_1,-0.04977835279289882,0.0013350996958055967,41.332789174436726,0.14020573507879916
s0625,Let's move the handlebar to the left slightly now.,left,slightly,neutral,5,rater_2,-0.049481186197218543,0.0016044534210420988,38.7386761929727,0.11257101146351198
s0625,Let's move the handlebar to the left slightly now.,left,slightly,neutral,5,rater_3,-0.04838889612996795,4.2250124113784216e-05,38.27317697346146,0.11804352937350926
s0626,I want the handlebar moved backward slightly gently.,back,slightly,gentle,5,rater_1,0.0020507582086062796,-0.052888767739216226,35.80750129274471,0.1593883022222432
s0626,I want the handlebar moved backward slightly gently.,back,slightly,gentle,5,rater_2,-0.0031816685309577724,-0.048910257984466535,34.67884634934478,0.13277766373337446
s0626,I want the handlebar moved backward slightly gently.,back,slightly,gentle,5,rater_3,0.0022318252075459056,-0.05126702337528137,33.91064991934713,0.1382108223965695
s0627,I want the handle moved forward gently.,forward,no_modifier,gentle,15,rater_1,0.007203466895062623,0.15139166291190936,52.785222838844945,0.195583824441981
s0627,I want the handle moved forward gently.,forward,no_modifier,gentle,15,rater_2,-0.009186209734520336,0.14932748512088279,48.25834961160805,0.1724014160575773
s0627,I want the handle moved forward gently.,forward,no_modifier,gentle,15,rater_3,-0.0001440905596564201,0.15481906789621036,51.558205421772236,0.18925374807198178
s0628,Could you shift the handle to the left a lot.,left,a_lot,neutral,20,rater_1,-0.19926517676506325,0.008699157516867742,60.0,0.19255149228146784
s0628,Could you shift the handle to the left a lot.,left,a_lot,neutral,20,rater_2,-0.2015737853139759,-0.0071686336275639684,59.879275465896185,0.16079427467822893
s0628,Could you shift the handle to the left a lot.,left,a_lot,neutral,20,rater_3,-0.20082380868425315,-0.0016513421167881105,59.801280260484035,0.18827863732640887
s0629,Let's slide the handle forward-right a lot firmly.,forward_right,a_lot,harsh,20,rater_1,0.14944304599675254,0.13476107505862525,60.0,0.17500647183514484
s0629,Let's slide the handle forward-right a lot firmly.,forward_right,a_lot,harsh,20,rater_2,0.13123306838851798,0.14697726060357105,60.0,0.15124712951060432
s0629,Let's slide the handle forward-right a lot firmly.,forward_right,a_lot,harsh,20,rater_3,0.14217163183399303,0.14817208177432742,60.0,0.16188646363957468
s0630,I want the handle moved forward a lot firmly for me.,forward,a_lot,harsh,20,rater_1,0.010679328775187047,0.19584826136725356,60.0,0.17941205055114784
s0630,I want the handle moved forward a lot firmly for me.,forward,a_lot,harsh,20,rater_2,-0.010741156419069049,0.20029207162223692,60.0,0.15208435435426185
s0630,I want the handle moved forward a lot firmly for me.,forward,a_lot,harsh,20,rater_3,-0.004710476719769165,0.20246757339866064,60.0,0.15085877922484495
s0631,"I want the handle moved backward, please.",back,no_modifier,neutral,15,rater_1,-0.002842142258550126,-0.15131439169741853,53.80315234829356,0.16612029437580217
s0631,"I want the handle moved backward, please.",back,no_modifier,neutral,15,rater_2,0.003984829703964927,-0.14384834907186966,50.35912597909361,0.14361238966508544
s0631,"I want the handle moved backward, please.",back,no_modifier,neutral,15,rater_3,0.0015177319873752367,-0.14936905644149873,52.04056579611326,0.16133654505751685
s0632,Let's bring the grip forward-left moderately for me.,forward_left,moderately,neutral,10,rater_1,-0.06389014135621546,0.07264321076919375,47.78360677228295,0.1517382113478301
s0632,Let's bring the grip forward-left moderately for me.,forward_left,moderately,neutral,10,rater_2,-0.071899076033228,0.06911144392444253,44.76230639268253,0.13632966634210505
s0632,Let's bring the grip forward-left moderately for me.,forward_left,moderately,neutral,10,rater_3,-0.07246023188766795,0.0720356267763153,44.786057504726735,0.141764511197406
s0633,"I want the handlebar moved backward moderately, please.",back,moderately,neutral,10,rater_1,-0.0005832087714992002,-0.10018715252062799,44.9036794333519,0.16276189223787055
s0633,"I want the handlebar moved backward moderately, please.",back,moderately,neutral,10,rater_2,0.0015016805641387273,-0.09564949041065235,45.09046731900931,0.13559840806501336
s0633,"I want the handlebar moved backward moderately, please.",back,moderately,neutral,10,rater_3,0.0009592104760155022,-0.0991118083000824,45.868337911245845,0.13985714529395546
s0634,Let's move the handlebar backward a lot now.,back,a_lot,neutral,20,rater_1,-0.005465134141602598,-0.20439045178981238,60.0,0.1928422063406432
s0634,Let's move the handlebar backward a lot now.,back,a_lot,neutral,20,rater_2,0.007702748929624031,-0.19440727038149688,59.60896478360109,0.1611401997349329
s0634,Let's move the handlebar backward a lot now.,back,a_lot,neutral,20,rater_3,-0.0012511059147720365,-0.19605353734010342,56.76307174968809,0.18326830084565465
s0635,Please nudge the handle forward moderately for me.,forward,moderately,neutral,10,rater_1,0.005640827950300389,0.09734258868281698,47.873297561396605,0.15047101478510108
s0635,Please nudge the handle forward moderately for me.,forward,moderately,neutral,10,rater_2,-0.003570894417900424,0.0992652694993478,42.91918560630551,0.13281640739909045
s0635,Please nudge the handle forward moderately for me.,forward,moderately,neutral,10,rater_3,0.00021293153760009852,0.10313933523862175,44.66797255014927,0.12787974941482383
s0636,Please pull the grip forward and to the left slightly gently now.,forward_left,slightly,gentle,5,rater_1,-0.02970216284940445,0.03343584995551154,33.91363059861439,0.16487190009697278
s0636,Please pull the grip forward and to the left slightly gently now.,forward_left,slightly,gentle,5,rater_2,-0.03983580184148784,0.03675010864414504,32.26781389955113,0.12487205564104119
s0636,Please pull the grip forward and to the left slightly gently now.,forward_left,slightly,gentle,5,rater_3,-0.03318017286345109,0.03524233193415567,34.27063375173669,0.13088249731428947
s0637,Let's slide the handle back-right a lot firmly.,back_right,a_lot,harsh,20,rater_1,0.13855494318577535,-0.1454732096611142,60.0,0.1719495250823188
s0637,Let's slide the handle back-right a lot firmly.,back_right,a_lot,harsh,20,rater_2,0.14246544697614927,-0.13087379273681632,60.0,0.15836357398434336
s0637,Let's slide the handle back-right a lot firmly.,back_right,a_lot,harsh,20,rater_3,0.14515433201141137,-0.14310889126638232,60.0,0.16525867379385634
s0638,Could you move the grip to the left now.,left,no_modifier,neutral,15,rater_1,-0.1434135203526175,0.0013317718705991278,56.39474976967019,0.17326937378845145
s0638,Could you move the grip to the left now.,left,no_modifier,neutral,15,rater_2,-0.15149113053736787,-0.0006455124229845714,51.71132429239885,0.15218967832574387
s0638,Could you move the grip to the left now.,left,no_modifier,neutral,15,rater_3,-0.1531338954848644,-8.74388804134455e-05,53.792343885805394,0.16702111622681046
s0639,Let's nudge the handle backward and to the right moderately for me.,back_right,moderately,neutral,10,rater_1,0.07081237232696914,-0.07681535725711008,47.324068083038,0.154334598365787
s0639,Let's nudge the handle backward and to the right moderately for me.,back_right,moderately,neutral,10,rater_2,0.07022947245840898,-0.06231929886037836,41.98280558235681,0.12272802255012796
s0639,Let's nudge the handle backward and to the right moderately for me.,back_right,moderately,neutral,10,rater_3,0.0722682643370828,-0.07343054165385315,45.33924274800958,0.14581507409391065
s0640,"Could you nudge the handlebar to the right moderately, please.",right,moderately,neutral,10,rater_1,0.10479385175762247,-0.006680332671316889,46.633813123578385,0.15288004028058164
s0640,"Could you nudge the handlebar to the right moderately, please.",right,moderately,neutral,10,rater_2,0.09713956391515971,0.004560494761763096,44.450223261746174,0.12390350093699161
s0640,"Could you nudge the handlebar to the right moderately, please.",right,moderately,neutral,10,rater_3,0.1019159188712686,3.293877215267268e-05,45.858317257426535,0.1444262264387367
s0641,Let's move the grip to the left moderately for me.,left,moderately,neutral,10,rater_1,-0.09603944535437471,0.00029904094910411776,46.495177741656356,0.1539526892065933
s0641,Let's move the grip to the left moderately for me.,left,moderately,neutral,10,rater_2,-0.10345128440620094,-0.0032308141864268347,45.11439001908093,0.12828221377395022
s0641,Let's move the grip to the left moderately for me.,left,moderately,neutral,10,rater_3,-0.09824209299245733,0.003230773484641131,45.111020949102425,0.1481468984869279
s0642,bring the handlebar forward-right moderately for me.,forward_right,moderately,neutral,10,rater_1,0.07653290806008103,0.06683599319986985,46.32217393047994,0.1625572426798619
s0642,bring the handlebar forward-right moderately for me.,forward_right,moderately,neutral,10,rater_2,0.06375047370259737,0.07616520389770687,45.2034829666075,0.13252145435086707
s0642,bring the handlebar forward-right moderately for me.,forward_right,moderately,neutral,10,rater_3,0.07362520551064446,0.07524172804473654,47.4994458033291,0.13481193626282909
s0643,Please move the handle back-left moderately now.,back_left,moderately,neutral,10,rater_1,-0.07248698835301323,-0.06824844338846196,45.465538972885696,0.1528149790788563
s0643,Please move the handle back-left moderately now.,back_left,moderately,neutral,10,rater_2,-0.06977045866502662,-0.07298789404578482,46.79361787938275,0.14182431009095198
s0643,Please move the handle back-left moderately now.,back_left,moderately,neutral,10,rater_3,-0.07058376821907446,-0.07018048305291233,43.9897586141869,0.14192292296045106
s0644,Please move the handlebar back-left a lot.,back_left,a_lot,neutral,20,rater_1,-0.14396561610474373,-0.13835638998536737,60.0,0.2042162886625883
s0644,Please move the handlebar back-left a lot.,back_left,a_lot,neutral,20,rater_2,-0.13881807397317317,-0.14286645033956852,58.43242193536423,0.1669105264891165
s0644,Please move the handlebar back-left a lot.,back_left,a_lot,neutral,20,rater_3,-0.1421616580257216,-0.14588340343248357,59.59953138032963,0.18793253278648206
s0645,bring the grip backward and to the left now.,back_left,no_modifier,neutral,15,rater_1,-0.10831016482954163,-0.10655189713076339,54.68130641647211,0.1876066576041472
s0645,bring the grip backward and to the left now.,back_left,no_modifier,neutral,15,rater_2,-0.10250548453936516,-0.10564510559645107,51.091663157097784,0.1513598560577085
s0645,bring the grip backward and to the left now.,back_left,no_modifier,neutral,15,rater_3,-0.10255015401709129,-0.10721172208080933,53.005710981266674,0.16410153846182718
s0646,Let's pull the handle to the right for me.,right,no_modifier,neutral,15,rater_1,0.1514205908203828,-0.007967014724427011,53.83295524450105,0.17583233048586525
s0646,Let's pull the handle to the right for me.,right,no_modifier,neutral,15,rater_2,0.14176260949839933,0.004082744282678065,51.499783557095284,0.16216296826731477
s0646,Let's pull the handle to the right for me.,right,no_modifier,neutral,15,rater_3,0.1467681333874102,0.0009304975578257929,51.13136558232539,0.15589831870200388
s0647,pull the grip backward and to the right for me.,back_right,no_modifier,neutral,15,rater_1,0.10664252849384555,-0.10975899902107712,54.47036400890932,0.17289179448333622
s0647,pull the grip backward and to the right for me.,back_right,no_modifier,neutral,15,rater_2,0.10732174878338624,-0.0984031067306781,51.56002056968635,0.15426057114612512
s0647,pull the grip backward and to the right for me.,back_right,no_modifier,neutral,15,rater_3,0.10839952843055464,-0.10545677107096194,54.13224042796647,0.1615362256380391
s0648,Please bring the grip forward-right for me.,forward_right,no_modifier,neutral,15,rater_1,0.11215794176179274,0.10180872094546065,55.85571113608198,0.1869833041790767
s0648,Please bring the grip forward-right for me.,forward_right,no_modifier,neutral,15,rater_2,0.09698198532269779,0.10933139729296733,51.693599173106406,0.1480405718551778
s0648,Please bring the grip forward-right for me.,forward_right,no_modifier,neutral,15,rater_3,0.10709868794239417,0.10795384044704381,52.91933739116899,0.15974615637610623
s0649,Could you shift the handle to the right slightly gently for me.,right,slightly,gentle,5,rater_1,0.051772401326311564,-0.006312615069951314,37.16061940159612,0.16280127431067637
s0649,Could you shift the handle to the right slightly gently for me.,right,slightly,gentle,5,rater_2,0.04555255110700368,0.0039811553117896,34.49761547787808,0.13717002250441737
s0649,Could you shift the handle to the right slightly gently for me.,right,slightly,gentle,5,rater_3,0.049656937311576624,0.001891673297264983,33.44663124875577,0.14426992546328524
s0650,Let's slide the handle backward and to the left slightly gently.,back_left,slightly,gentle,5,rater_1,-0.03409939879141848,-0.037381017619812745,36.45936685066817,0.16138213331757062
s0650,Let's slide the handle backward and to the left slightly gently.,back_left,slightly,gentle,5,rater_2,-0.038207974120093864,-0.03415163859277762,35.085301468899644,0.12311717292836162
s0650,Let's slide the handle backward and to the left slightly gently.,back_left,slightly,gentle,5,rater_3,-0.03758554168143764,-0.03331942420371329,34.77804415110956,0.14565376810084987
s0651,Can you move the handlebar backward and to the right slightly gently for me.,back_right,slightly,gentle,5,rater_1,0.03909308316373477,-0.03751591912600452,39.70542079503428,0.15180986521516168
s0651,Can you move the handlebar backward and to the right slightly gently for me.,back_right,slightly,gentle,5,rater_2,0.03074296640263802,-0.026778048167604013,32.25953236740447,0.1245821989517304
s0651,Can you move the handlebar backward and to the right slightly gently for me.,back_right,slightly,gentle,5,rater_3,0.03751281778232179,-0.03224064665094474,35.6569743142225,0.1491541393375645
s0652,I want the handle moved forward-right slightly gently for me.,forward_right,slightly,gentle,5,rater_1,0.036243835676979926,0.03292086214650192,34.66908547557663,0.15273170417494236
s0652,I want the handle moved forward-right slightly gently for me.,forward_right,slightly,gentle,5,rater_2,0.029996400466301528,0.037617421569686574,34.504410915063495,0.13017578234322477
s0652,I want the handle moved forward-right slightly gently for me.,forward_right,slightly,gentle,5,rater_3,0.03779518697618442,0.03888087283163959,35.32245146035499,0.13159281615795057
s0653,Let's pull the grip forward slightly gently.,forward,slightly,gentle,5,rater_1,0.006227897842953953,0.04667745520773997,38.093290383651,0.1567667888150177
s0653,Let's pull the grip forward slightly gently.,forward,slightly,gentle,5,rater_2,-0.0024421156751796456,0.050140436501969025,32.23629387224261,0.1312638531119358
s0653,Let's pull the grip forward slightly gently.,forward,slightly,gentle,5,rater_3,-0.001724241232213508,0.053402849618672255,33.24360810679528,0.13171579801930527
s0654,"Could you slide the handlebar forward and to the left, please.",forward_left,no_modifier,neutral,15,rater_1,-0.09988168121741131,0.10689784639672678,53.7082909268677,0.17014986527102866
s0654,"Could you slide the handlebar forward and to the left, please.",forward_left,no_modifier,neutral,15,rater_2,-0.1096167885939262,0.10352718035292795,51.64739405009252,0.15107137626772194
s0654,"Could you slide the handlebar forward and to the left, please.",forward_left,no_modifier,neutral,15,rater_3,-0.1086289307978338,0.10587415449595969,52.99671232606624,0.16406240671529668
s0655,"slide the handlebar forward and to the left a lot firmly, please.",forward_left,a_lot,harsh,20,rater_1,-0.1301046852239899,0.1467571958910214,60.0,0.18274107759346592
s0655,"slide the handlebar forward and to the left a lot firmly, please.",forward_left,a_lot,harsh,20,rater_2,-0.1455844856728718,0.13673535083916122,60.0,0.14955502795558892
s0655,"slide the handlebar forward and to the left a lot firmly, please.",forward_left,a_lot,harsh,20,rater_3,-0.14259064228024823,0.14260695458907832,60.0,0.158702227381154
s0656,Could you slide the grip to the left slightly for me.,left,slightly,neutral,5,rater_1,-0.04600060907963955,0.00019147850983247265,38.73276839841617,0.13092650332199174
s0656,Could you slide the grip to the left slightly for me.,left,slightly,neutral,5,rater_2,-0.05058885092430843,0.005189047082462355,35.63210834235927,0.0987227090292641
s0656,Could you slide the grip to the left slightly for me.,left,slightly,neutral,5,rater_3,-0.05069962138683191,0.0015818541613945624,37.423475536180874,0.1176788221024916
s0657,Please pull the handle backward slightly gently now.,back,slightly,gentle,5,rater_1,0.002630423441727821,-0.05153605636383567,35.26426864792493,0.15745924920437204
s0657,Please pull the handle backward slightly gently now.,back,slightly,gentle,5,rater_2,-0.00011809322122949305,-0.046058593076543655,34.96116238775056,0.13489430343456188
s0657,Please pull the handle backward slightly gently now.,back,slightly,gentle,5,rater_3,0.0015691785205908396,-0.049964469590940676,34.66096776836083,0.1414916129862073
s0658,Can you slide the grip forward gently.,forward,no_modifier,gentle,15,rater_1,0.009356942367071394,0.1483506124042327,52.15600453234202,0.19849220832432377
s0658,Can you slide the grip forward gently.,forward,no_modifier,gentle,15,rater_2,-0.00856255329192094,0.1483243302230724,49.27315460125566,0.16032583412752086
s0658,Can you slide the grip forward gently.,forward,no_modifier,gentle,15,rater_3,-0.00048486233367028386,0.15043758708954363,50.140472929074996,0.17955237596091475
s0659,Let's pull the handlebar to the left a lot now.,left,a_lot,neutral,20,rater_1,-0.19747362886635816,0.0032411871827470046,60.0,0.19518872166867526
s0659,Let's pull the handlebar to the left a lot now.,left,a_lot,neutral,20,rater_2,-0.19826896415382975,-0.00631540850985347,60.0,0.1630504512492013
s0659,Let's pull the handlebar to the left a lot now.,left,a_lot,neutral,20,rater_3,-0.20303877806476833,2.6398502084733232e-05,60.0,0.17365329696480652
s0660,Can you slide the grip forward and to the right a lot firmly.,forward_right,a_lot,harsh,20,rater_1,0.15066255324592062,0.13433812453060917,60.0,0.18346244055810668
s0660,Can you slide the grip forward and to the right a lot firmly.,forward_right,a_lot,harsh,20,rater_2,0.12958851233133928,0.14736535020163247,60.0,0.15806879181199054
s0660,Can you slide the grip forward and to the right a lot firmly.,forward_right,a_lot,harsh,20,rater_3,0.14357015354450628,0.14429133749535417,60.0,0.15238762118428503
s0661,"move the grip forward a lot firmly, please.",forward,a_lot,harsh,20,rater_1,0.012483900372606854,0.197398330913033,60.0,0.17842918517829867
s0661,"move the grip forward a lot firmly, please.",forward,a_lot,harsh,20,rater_2,-0.009984779826660862,0.1988690152372619,60.0,0.14641202005691714
s0661,"move the grip forward a lot firmly, please.",forward,a_lot,harsh,20,rater_3,-0.00248805016538092,0.20061449685235347,60.0,0.15862090991828537
s0662,"Could you bring the grip backward, please.",back,no_modifier,neutral,15,rater_1,-0.0005005675012090534,-0.15055226220751233,55.10229672554644,0.18121202590869054
s0662,"Could you bring the grip backward, please.",back,no_modifier,neutral,15,rater_2,0.006296349685086113,-0.14594577129390104,51.808652209814994,0.14293458581360874
s0662,"Could you bring the grip backward, please.",back,no_modifier,neutral,15,rater_3,0.001988079539435212,-0.14995634046843134,52.62309009127605,0.1738501182435182
s0663,Can you move the handle forward-left moderately for me.,forward_left,moderately,neutral,10,rater_1,-0.06464077133671839,0.06827222129980483,48.64265350040221,0.15039625486848324
s0663,Can you move the handle forward-left moderately for me.,forward_left,moderately,neutral,10,rater_2,-0.07684409256972777,0.06846613061360277,44.954003217622834,0.13507825363762746
s0663,Can you move the handle forward-left moderately for me.,forward_left,moderately,neutral,10,rater_3,-0.07082000238653276,0.07060244023574755,46.326197951470014,0.14041420804669633
s0664,"move the handlebar backward moderately firmly, please.",back,moderately,harsh,10,rater_1,0.0020906207211098763,-0.10217994243070795,48.88637921191367,0.13125960425375321
s0664,"move the handlebar backward moderately firmly, please.",back,moderately,harsh,10,rater_2,0.002622170301999664,-0.09903984539184509,45.249339075020075,0.11421689973696629
s0664,"move the handlebar backward moderately firmly, please.",back,moderately,harsh,10,rater_3,-0.0007734425161469364,-0.10265608108364814,46.949667040372816,0.13367487442432208
s0665,Let's shift the handlebar backward a lot.,back,a_lot,neutral,20,rater_1,-0.0006902353618379081,-0.20352773965581936,60.0,0.19892752295906915
s0665,Let's shift the handlebar backward a lot.,back,a_lot,neutral,20,rater_2,0.005790567674568986,-0.19661187448760356,58.636994169066064,0.17327095376122856
s0665,Let's shift the handlebar backward a lot.,back,a_lot,neutral,20,rater_3,0.0002809651094250057,-0.19799809469243718,58.439626162584865,0.18202839444135024
s0666,Please slide the handle forward moderately.,forward,moderately,neutral,10,rater_1,0.008073169948266375,0.09857742419157076,45.601006523655286,0.16001616738232527
s0666,Please slide the handle forward moderately.,forward,moderately,neutral,10,rater_2,-0.008701917565028605,0.10075084386931883,44.494140599261726,0.12155053750731137
s0666,Please slide the handle forward moderately.,forward,moderately,neutral,10,rater_3,-0.00299251461581407,0.09986364572090872,44.011901994126845,0.1461775399355785
s0667,Let's move the grip forward-left slightly gently.,forward_left,slightly,gentle,5,rater_1,-0.030120177283333733,0.034674787214861544,36.556082732387615,0.14432639843975284
s0667,Let's move the grip forward-left slightly gently.,forward_left,slightly,gentle,5,rater_2,-0.03813364082370761,0.03742542278576246,34.264595571756075,0.13204485304358213
s0667,Let's move the grip forward-left slightly gently.,forward_left,slightly,gentle,5,rater_3,-0.03412708206399788,0.03909647914764264,37.304435787929904,0.13756057452609005
s0668,"Let's slide the grip back-right a lot firmly, please.",back_right,a_lot,harsh,20,rater_1,0.13779831782812973,-0.14923610002977727,60.0,0.17288601045312915
s0668,"Let's slide the grip back-right a lot firmly, please.",back_right,a_lot,harsh,20,rater_2,0.14343264656611923,-0.13222470382577048,60.0,0.1493539877149949
